,review_text,review_date,review_title,review_stars,product_category
74,"There is no noise cancellation on this headphones. From the app it says you can choose 6 different levels, but there is no difference between them. Also you can enable and disable the noise cancellation feature but there is no difference. I've tested with music, podcasts. Since the noise cancellation doesn't exist is better buy a model that costs half price and have same sound quality.",Reviewed in the United Kingdom on 15 February 2023,NULL,2.0 out of 5 stars,electronics
75,"Impeccable sound! Bassy without muddying the music and sounding dull. I'm totally immersed into the sound. I've listened to a bunch of different things with this and current pop music, kpop and hip hop sound gorgeous. I can hear all the elements of the instrumental and the bass is there without overpowering the song so it's all cohesive while delivering a great experience.There's enough bass to enjoy hip hop music but the focus of the sound profile seems to be more balanced than to over power any one element. This means vocals are Crystal clear which makes these great site podcasts as well as those gym beats to get the extra reps done.There are two modes for noise cancelling, ""ambient aware"" and a traditional nose cancelling option so you can toggle the level of cancelling depending on where you are. This is handy for when wearing these while travelling or out for a run so you can hear for cars or anything else around you or change the setting to tune it out. I find I can still hear my surroundings with the noise cancelling setting (not recent to the ambient aware option) but it dampens it a bit which helps improve sound immersion. I think I hoped for more noise cancelling but it's not bad.Phone calls with this have been awesome. I'm heard clearly and not muffled like with my old headphones. These have a more angled shape so they're easier to handle and adjust in the ear. I don't find myself accidentally skipping tracks or adjusting the anc settings. Plus these have a slightly textured matte finish which also helps with handling these headphones. I love these for everything, the sound is really versatile, build quality is fab and the charging to playtime rate is impressive. Highly recommend these if you love your music but also looking for a versatile piece you could also use for taking calls!",Reviewed in the United Kingdom on 18 June 2023,NULL,5.0 out of 5 stars,electronics
76,"O fone é horrível! Não segura carga. O contato do fone com o estojo de carregar é horrível. Por vezes, o bluetooth não conecta ou quando conecta fica mudo. As vezes o app diz que a bateria está em 100 por cento de repente cai pra 10 por cento e em seguida desliga. Meu celular é bom. Um iPhone 14 pro max e a qualidade do fone é baixa quanto ao volume. Não comprem! Me arrependi até pq foi bastante caro (600 reais). Nem parece q é um JBL de tão ruim que é. Deveria ter comprado um airpod.",Reviewed in Brazil on 20 June 2023,NULL,1.0 out of 5 stars,electronics
77,"I’ve had problems with in-ear ear phones before where they drop out quite easily. These thankfully, because of the design, feel securely fixed in the ear and alllow me to move around freely. They do feel so comfortable to wear that I haven’t felt the need to remove them after a short usage which has been the case with previous ear phones I’ve tried. There is no volume control on the phones but I’ve often been frustrated at trying to locate such controls on a small earpiece so it’s no great loss to me. Battery life is good however due to my age and deteriorated hearing ability I cannot honestly comment on the quality of sound or noise cancelling ability, which is always subjective anyway, but suffice it to say that I really have no issue with the quality of the sound which suits my aging ears. Quite expensive but worth the cost if they get the use.",Reviewed in the United Kingdom on 22 June 2023,NULL,5.0 out of 5 stars,electronics
78,"The media could not be loaded.
                



 Se trata de unos auriculares inalámbricos intraurales de la marca JBL, experta en dispositivos de audio orientados al mundo profesional, así como al ámbito personal y laboral, pero que por su construcción y apariencia tienen una versatilidad tal que podrían usarse para cualquier fin, como el ocio, deporte o trabajo.Tienen tienen un bonito y moderno diseño, y un precio algo inferior a productos de la competencia, pero una calidad al nivel de esta. Debemos tener claro lo que estamos comprando: Unos auriculares originalmente pensados para escuchar música y hablar por teléfono.A tener en cuenta el reducido tamaño de su caja de transporte (en comparación con otros productos del mismo tipo). Esta caja se carga mediante un cable USB-C a USB-A que viene incluido y con el que podremos cargarlos con un cargador convencional.En general, la ergonomía, la calidad de sonido, la duración de la batería, la cancelación activa de ruido y la estética, los convierten en unos auriculares super versátiles y de primera línea.Mucha tecnología en dos pequeños dispositivos, que se ve mejorada mediante su la instalación y el uso de la aplicación JBL Headphones, disponible tanto para iOS como para Android.En lo respectivo a la ergonomía, decir, que a pesar de que en mi caso se adaptan perfectamente, conozco casos de personas no puede usar este tipo de auriculares por no adaptarse a su orificio auditivo o incluso por hacerles daño. Estos JBL Tune Beam, incluyen en su caja 3 tamaños distintos de almohadilla intercambiable (los puestos, además de otros dos).La calidad del sonido, tanto en reproducción de audio en alta fidelidad, como de llamadas, es impecable. Muy buena calidad. Además, las llamadas se escuchan con claridad, y nos escuchan perfectamente. Todo ello gracias a que cuentan con drivers de 6 mm en forma de stick que ofrecen graves puros de JBL para que sientas cada beat y mejorar aún más el sonido.La cancelación de ruido me parece que está lograda para tratarse de unos auriculares intraurales: Los ruidos o sonidos continuos/rítmicos son casi totalmente eliminados, no solo gracias a la cancelación de ruido activa Smart Ambient sino también con una tecnología de 4 micrófonos. Además cuentan con VoiceAware, tecnología mediante  puedes elegir cuánto escuchas de tu propia voz. Por ejemplo, el ruido de un ventilador, de la lavadora, ruido de coches, etc desaparece por completo. Tampoco esperemos que desaparezcan golpes fortuitos como cierre de puertas, que se caiga algo al suelo, o por ejemplo que suene el teléfono o llamen al timbre. La cancelación de ruido (no me voy a poner a explicarla ahora) es llevada a cabo por un chip que contienen los auriculares en su interior que procesa el sonido ambiente miles de veces por segundo y anula la onda para que dejemos de escucharla...También es verdad que no podemos comparar estos auriculares (in ear) con unos de diadema. A igualdad de precio, existen alternativas de auriculares de diadema que nos proporcionarán sensación más inmersiva y una mejor cancelación de ruido. Tengamos en cuenta su componente física. No es lo mismo cubrir la totalidad de la oreja, como en el caso de los de cascos de diadema, que taponar el orificio del oído, como en el caso de los JBL Tune Beam, los Galaxy Buds o los de Airpods de Apple.Respecto a la duración de la batería, a pesar de que aún no puedo dar datos absolutos, sí que puedo garantizar sin miedo a confundirme que la autonomía en estos auriculares no es algo que deba preocuparnos, ya que cumplirá con nuestras necesidades seguro.Con una carga de los auriculares en su caja, tenemos 12 horas de autonomía, y con una carga completa de la caja, podemos cargar otras 3 veces completamente los auriculares. Según las especificaciones, los propios auriculares cuentan con hasta 12 horas de funcionamiento, y hasta un total de 36 horas (3 cargas).La carga inalámbrica, como tecnología extra, se hubiera agradecido, pero en este caso no contamos con ella.Estos auriculares, una vez realizada la vinculación Bluetooth inicial, se conectan automáticamente al dispositivo AL INSTANTE una vez los extraigamos de la caja y los pongamos en nuestra oreja.Espero que mi opinión os haya resultado de utilidad. Gracias por leerme",Reviewed in Spain on 13 June 2023,NULL,5.0 out of 5 stars,electronics
79,Prodotto valido.....nulla da dire! Brand affidabile per qualità.,Reviewed in Italy on 4 February 2023,NULL,5.0 out of 5 stars,electronics
80,Super Kopfhörer. Satter Bass und gute gesamtqualität. Ich bin sehr zufrieden :),Reviewed in Germany on 2 February 2023,NULL,5.0 out of 5 stars,electronics
81,Excelente,Reviewed in Brazil on 19 February 2023,NULL,5.0 out of 5 stars,electronics
82,"Fone com som de qualidade muito boa, porém, com 3 meses de uso o lado direito do fone parou de carregar.",Reviewed in Brazil on 8 May 2023,NULL,2.0 out of 5 stars,electronics
83,O produto não dura mais do que 20 minutos depois de carregado.,Reviewed in Brazil on 16 May 2023,NULL,2.0 out of 5 stars,electronics
84,"Vorab: Ich bin ein großer JBL-Fan! Daher war der Kauf von In Ears dieser Marke für mich naheliegend. Inzwischen bin ich jedoch bei anderen (EarFun Air S) gelandet, da mich diese JBL vor allem in Sachen Tonqualität enttäuscht haben. Das ist meine ganz persönliche Wahrnehmung und Meinung. Anderen Kunden mag es damit ganz anders gehen. Es lohnt sich auf jeden Fall, mehrere auszuprobieren.",Reviewed in Germany on 28 December 2022,NULL,2.0 out of 5 stars,electronics
85,"The media could not be loaded.
                



 Der linke ist defekt",Reviewed in Germany on 11 March 2023,NULL,2.0 out of 5 stars,electronics
86,"These are a great pair of earbuds at a fantastic price!They are lightweight, very easy to pair, and have a comfortable fit. The sound quality is very good and so is the call quality. Battery life is excellent and charging is fast & convenient. Active Noise Cancellation is decent and very much acceptable at this price point.They are great for daily wear, including workouts and outdoor activities, thanks to them being splash and dust resistant. It's hard to fault these earbuds at the price.",Reviewed in the United Kingdom on 19 June 2023,NULL,5.0 out of 5 stars,electronics
87,"These are a great pair of earbuds at a fantastic price! The colour is cool & fun.They are lightweight, very easy to pair, and have a comfortable fit. The sound quality is very good and so is the call quality. Battery life is excellent and charging is fast & convenient. Active Noise Cancellation is decent and very much acceptable at this price point.They are great for daily wear, including workouts and outdoor activities, thanks to them being splash and dust resistant. It's hard to fault these earbuds at the price.",Reviewed in the United Kingdom on 19 June 2023,NULL,5.0 out of 5 stars,electronics
88,Beautifully presented ✔️Lovely design and colour✔️Comfortable to wear ✔️Excellent battery life✔️The sound quality is amazing 🤩 bass and treble is perfect. Just how I like😁👍Really like the lost buds function. Excellent if you misplace them 😁👍 makes a sound for for each bud separately 😎Excellent noise cancelling very happy with it 😎👍 helps me block out unwanted noise 😌Love the talkthru  it puts the music volume lower so you can communicate or need to hear what’s going on around you or even if you need to listen for the door but don’t want to part with your music 🎶 😂First time trying a headset that still plays music while hearing through 😎👍 very delighted about that.Definitely value for money and i highly recommend 😁👍 would make a lovely gift 🎁,Reviewed in the United Kingdom on 18 June 2023,NULL,5.0 out of 5 stars,electronics
89,These are great earphones.They came well-packed and sound great.I love the style.Wireless.Bluetooth.Water-resistant.Noise-canceling.Up to 48 hours of battery life.Black.Easy to use.Perfect.Would definitely recommend.,Reviewed in the United Kingdom on 21 June 2023,NULL,5.0 out of 5 stars,electronics
90,"Ein Kopfhörer nach 8 Monaten kein Bass mehr! Garantieabwicklung nur über Hersteller und sehr ungewöhnlich.Das bin ich von Amazon anders gewohnt,Rücksendetikett - zurückschicken und Reparatur Austausch oder Geld zurück.Nie wieder JBL.",Reviewed in Germany on 25 May 2023,NULL,1.0 out of 5 stars,electronics
91,Réduction de bruit inexistante.Pas possible de régler le volume à partir des écouteurs.Activation de l'aide vocale Google très gadget et inefficace.,Reviewed in France on 12 May 2023,NULL,1.0 out of 5 stars,electronics
92,"Sono arrivati puntualmente e li ho restituiti il giorno dopo. Forse erano difettosi, ma di fatto di qualità inferiore all'ultimo paio di cuffiette da mercatino cinese!",Reviewed in Italy on 5 June 2023,NULL,1.0 out of 5 stars,electronics
93,Qualità del suono eccellenteComodissimeBatteria infinita,Reviewed in Italy on 10 December 2022,NULL,5.0 out of 5 stars,electronics
94,"Je commence par le négatif : je suis lassée par ces modes d'emploi minimalistes et essentiellement en anglais :-(( ! ….. J'aurais aimé, pour une fois, qu'une grande Marque comme JBL prenne la peine de fournir un guide de démarrage rapide traduit dans la langue du pays où elle commercialise son produit.Bien sûr, si on fait partie de la jeunesse d'aujourd'hui, ces écouteurs ont un fonctionnement très intuitif et mon neveu n'a pas mis bien longtemps à les mettre en route … Pour lui, ce mode d'emploi aurait été  ….. inutile !Ce modèle d'écouteurs « Tune Buds » est livré avec un boîtier qui est destiné à leur rangement mais aussi à leur rechargement.Ils sont d'un blanc éclatant, qui change de l'éternelle couleur noire que l'on trouve très fréquemment proposée pour ce type de produit !Après une charge complète, l'appairage nécessite de laisser les écouteurs dans le boîtier pour qu'ils soient reconnus par le bluetooth de la source audio, sous le nom de « Jbl Tune Buds » ….. Aucun souci d'appairage et ce jumelage est quasi automatique.Les écouteurs sont livrés avec des adaptateurs de 3 tailles pour une tenue et un confort maximal.On peut, si on le souhaite, télécharger et installer l'application dédiée aux écouteurs « Jbl headphones » qui permettra de mieux paramétrer les écouteurs mais surtout de disposer d'un assistant vocal, ce qui s'avère être très pratique.En résumé, voilà des écouteurs sans fil qui offre une bonne qualité sonore et qui tiennent bien en place dans le conduit de l'oreille …. Je les trouve vendus avec un excellent rapport qualité-prix si on les compare avec certains autres modèles de même catégorie de prix !",Reviewed in France on 4 June 2023,NULL,5.0 out of 5 stars,electronics
95,"La presentación del producto es bastante buena; nos llega en una caja donde se incluye los auriculares, estuche de carga, cable usb tipo C, almohadillas de silicona de diferentes tamaños y una guía de inicio rápido tan escueta que no aclara mucho.El estuche de carga es compacto, con carga mediante cable usb tipo C y con un led que al abrirlas nos indica la carga de la batería restante. Cada auricular lleva un botón táctil para las distintas funciones, aunque no podremos subir y bajar volumen desde los propios auriculares.Los auriculares son muy anatómicos y quedan bien sujetos al oído, permitiéndonos hacer numerosas actividades deportivas u otras sin que se caigan; además, son resistentes al agua y sudor.Aplicación:Una vez instalada la aplicación “JBL Tune Bean”, sincroniza con los auriculares de forma sencilla. Después, cada vez que los saquemos del estuche y tengamos el bluetooth activado, lo harán de forma automática.Desde aquí podremos activar o desactivar la cancelación activa de ruido (ANC), pasar a escuchar también sonido ambiente o la función “TalkTru”, en donde se pausa el sonido para poder habar y escuchar correctamente con los auriculares puestos. Tenemos ecualizador, configurar los gestos, Voiceaware o graduar si queremos escuchar nuestra voz en las llamadas, poner las voces de avisos en español, buscar los auriculares, activar el ahorro de energía o actualizar el firmware.Funcionamiento:El funcionamiento es sencillo; una vez que los tengamos personalizados a nuestro gusto en la aplicación, nos queda sincronizarlos con nuestros dispositivos. Los he usado tanto en un PC como en un teléfono móvil y ha sido rápido y sin problema alguno. Sólo sacarlos del estuche se encienden y volviéndolos a colocar en él se apagan. Se pueden conectar a dos dispositivos simultáneamente, aunque no he conseguido cambiar de uno a otro de forma rápida, sin tener que desconectar uno de ellos.Podemos utilizar ambos o sólo uno de ellos, siendo indiferente usar el derecho o izquierdo.La calidad de sonido me ha parecido muy buena y bastantes equilibrados; en llamadas no he tenido ningún problema, oigo y me oyen correctamente y para oír música me han parecido un sonido muy limpio y con buen volumen.La cancelación de ruido activa (ANC), en la calle y con el típico ruido ambiente es muy bueno, no llega a anularlo totalmente, aunque subiendo un poco el volumen podemos solucionarlo.Tiene modo música y modo video, para disminuir más la latencia y en este caso es inapreciable.Me ha gustado:• Calidad de sonido.• Buena cancelación activa.• Latencia no apreciable.• Autonomía.No me ha gustado o mejoraría:• No se puede controlar el volumen desde los auriculares.• Manual demasiado escueto.• No he conseguido cambiar entre 2 dispositivos conectados.• Cuesta sacarlos del estuche.Conclusion:Auriculares con buena calidad de sonido y funcionamiento bastante decente aunque, por el precio que tienen, esperaba algo más en manejabilidad, ya que en este sentido se quedan por debajo de algunos de 20 euros; el hecho de no poder controlar el volumen desde ellos me ha desconcertado.Después de haber usado unos cuantos auriculares, desde 15 a más de 200 €, estos no serían los que mejor relación calidad/manejabilidad/precio tienen para mi gusto y no sería los que elegiría.Un saludo y espero que mis impresiones puedan ser de utilidad.",Reviewed in Spain on 12 June 2023,NULL,4.0 out of 5 stars,electronics
96,"Ces écouteurs vraiment sans fil JBL Tune Buds sont de très bons compagnons à trimbaler pour des moments musicaux au fil de la journée. Leur appairage en Bluetooth sur un iPhone est un jeu d’enfant. L’utilisation de l’application JBL Headphones permet d’accéder à des réglages ergonomiques et musicaux indispensables pour cerner la qualité des écouteurs.Vendus avec trois paires d’embouts silicone, les écouteurs intra auriculaires s’insèrent facilement dans l’oreille et tiennent bien en place quelque soit l’activité. La présence des trois modes d’écoute permet de conserver les écouteurs selon les circonstances : réduction de bruit, mode transparence pour tout entendre du monde extérieur ou mode Ambient Aware pour percevoir les bruits alentours et se déplacer en sécurité.Les invites sonores sont annoncées en français et l’égaliseur offre un son « Bass, Club, Studio, Jazz, Vocal » pour un son bien personnalisé.A l’écoute, les écouteurs s’adaptent à tous les types de musiques. Ils ont du relief et de la profondeur et ne sont pas du tout fades. On sent que le son est très homogène quelque soit la plage musicale, sans faiblesse. Ils sont « faciles » et bons partout.",Reviewed in France on 6 June 2023,NULL,5.0 out of 5 stars,electronics
97,"JBL WIRELESS EARBUDS WITH BUILT IN MICROPHONE, BLUETOOTH COMPLETE WITH CHARGING CASE SUPPLIED. EASY PAIR WITH SMARTPHONE VIA BLUETOOTH. TOUCH CONTROL FOR VOLUME, PLAY/PAUSE, NEXT TRACK, ANSWER CALL/HANG UP ETC. UPTO 48HRS PLAYBACK VIA CHARGE, LIGHTWEIGHT 4 BUILT IN MICROPHONES FOR CLEARER CALLS.",Reviewed in the United Kingdom on 18 June 2023,NULL,5.0 out of 5 stars,electronics
98,"Muy sorprendido de lo rápido y bien que se ha adaptado JBL al mercado de los auriculares in-ear inalámbricos y es que con estas nuevas gamas que esta sacando se ha puesto a la altura y mucho a otras marcas que ya copaban el mercado.En esta ocasión JBL lanza una gama de productos con cierto modo con estética sport, pero muy válidos para todas las ocasiones donde se nos puedan ocurrir usarlos y es que aunque el aspecto tiene cierto aire sport y la resistencia al agua van en ese camino, estos auriculares se pueden recomendar en todos los ámbitos incluso si queremos disfrutar de la música más clásica en silencio en nuestro salón.Antes de empezar con todo, decir que la presentación me ha parecido muy adecuada, vienen bien presentados aunque sin sobresalir en exceso en este apartado. Lo que vamos a encontrar además de los auriculares y su caja de carga, son folletos y manuales, un cable USB tipo C para la carga y diversos adaptadores de tamaño para la oreja.En cuanto a su funcionamiento, pues lo primero que me ha sorprendido es que tanto el PC como el móvil los han detectado antes incluso de que los buscase con el bluetooth, esto no sé si es nuevo o qué, pero me ha llamado la atención, pues al final la conexión es instantánea una vez los sacamos de la funda. El sonido es muy nítido, sin ser unos auriculares fuera de serie, se defienden muy bien en todos los rangos, algo menos quizás en bajos, pero en medios y agudos destacan bien, la interpretación y respuesta es bastante plana y el sonido se aprecia tanto con como sin cancelación de ruido. Y hablando de la cancelación de ruido, no es la más sorprendente que haya visto, pero sí funciona muy bien, nos va a aislar de fuentes de ruido, sobre todo si son constantes y la verdad que se agradece sobre todo en entornos ruidosos de oficina, nos permite concentrarnos en la música antes que en ruidos externos molestos. También los 4 micros que trae ayudan a captar todo el sonido exterior, esto se hace valer en la cancelación de ruido y además también para las llamadas con manos libres, pues se escucha perfecto. Ya para terminar, el fabricante nos asegura hasta 48 horas con las cargas de la funda, yo puedo decir que los he usado durante varias horas seguidas y en ningún caso se han quedado sin batería, luego se han recargado en la funda y la propia funda aún no ha bajado de las dos rayas, por lo que sí, tienen muy buena autonomía, aunque ya aviso que esto puede variar según usemos o no la cancelación de ruido.Mis impresiones con respecto al producto han sido muy buenas, estoy acostumbrado a marcas del estilo de Jabra que para mi es un top y la verdad que estos JBL me parece que están a la altura de muchas de las gamas que ofrecen las marcas más top, además de que no olvidemos el precio, pues me parece un precio super competente para lo que ofrecen a día de hoy. Producto muy recomendable, sin duda una buena opción en el mundo de los auriculares inalámbricos con cierta calidad y garantía de buen funcionamiento.",Reviewed in Spain on 3 June 2023,NULL,5.0 out of 5 stars,electronics
99,Fone chegou com defeito. Lamentável para um fone de 600 reais. Encaminhei para a assistência técnica parceira JBL e a demora para eles trocarem o produto é gigante. Experiência péssima. Entendo que esse contratempo não compensa o investimento no valor que é.,Reviewed in Brazil on 3 April 2023,NULL,1.0 out of 5 stars,electronics
100,"Auricolari, almeno a mio parere, adatti a chi è alla ricerca di qualcosa che vada bene per le conversazioni telefoniche e per ascoltare un po’ di musica in maniera decente. Questo il sunto del mio giudizio globale di questi auricolari JBL, sicuramente leggeri e ben realizzati (non hanno affaticato le mie orecchie neppure dopo diverse ore di utilizzo), ma che non mi hanno soddisfatto appieno per quanto concerne la qualità del suono. Si sentono bene, sia chiaro, ma mancano di quel tocco in più che mi consente di generale il famoso “effetto wow”: il suono, almeno per le mie orecchie, è abbastanza piatto e privo di sfumature che consentano di esaltare bassi, alti e ancor meno i medi. E dico ciò anche dopo aver provato a giocare un po’ con l’equalizzatore che l’applicazione ufficiale JBL mette a disposizione.Però, come preferisco precisare sempre ogniqualvolta ho modo di testare un paio di auricolari o cuffie, il parere circa la qualità sonora di un dispositivo di questo genere è sempre abbastanza soggettivo. Sempre dall’applicazione è possibile attivare la modalità ANC che cerca di isolare l’ascoltatore dai rumori esterni, o altre modalità (Ambient Aware e TalkThru) molto più consone nel caso in cui sia necessario non essere completamente isolati dal mondo esterno (ad esempio, quando si fa jogging o si è in bici).Il collegamento tramite Bluetooth con lo smartphone avviene in un batter d’occhio ed è davvero un’operazione semplice e alla portata di tutti. Anche per questo motivo giudico questi auricolari perfetti per chi non ha grosse pretese ed è alla ricerca di un prodotto esteticamente curato, che di certo non passa inosservato, e che offra giusto un qualcosa in più rispetto ai classici auricolari da smartphone.",Reviewed in Italy 🇮🇹 on 7 June 2023,NULL,4.0 out of 5 stars,electronics
101,"O fone em si é bom, mas a caixa veio aberta, um dos fones sujo, aparentemente usado. Provavelmente alguém devolveu e o vendedor enviou na compra que eu fiz. Horrível. Realizei a devolução.",Reviewed in Spain 🇪🇸 on 8 March 2023,NULL,1.0 out of 5 stars,electronics
102,"Tout est parfait dans ces écouteurs que ce soit l'utilisation très intuitive, le son de très bonne qualité et l'autonomie...Aucun problème pour les faire fonctionner en bluetooth, l'appairage s'est fait rapidement.Les écouteurs sont confortables dans les oreilles, ils tiennent bien et aucune gène n'a été ressentie, même avec une écoute prolongée.Le décroché lors d'un appel téléphonique se fait facilement et la voix est bien audible, sans bruits qui gènent.Sans hésitation des écouteurs de qualité qui peuvent être rangés dans une sacoche, une poche en toute sécurité.",Reviewed in France 🇫🇷 on 2 June 2023,NULL,5.0 out of 5 stars,electronics
103,"Problema con la connessione,Rimangono connesse anche quando sono riposte immaginate il disagio.",Reviewed in Italy 🇮🇹 on 6 March 2023,NULL,1.0 out of 5 stars,electronics
104,"Vorweg: getestet habe ich die Kopfhörer mit einem Huawei P30, Samsung Galaxy Note 10 Lite, Xiaomi Note 10 Lite, Xiaomi 11T Pro und dem Samsung Galaxy S21. Es funktionierte mit allen Geräten sofort und problemlos.Die JBL Tune Beam kommen in einer hochwertig Designten Pappbox zu euch nach Hause. Es sind Silikon Aufsätze in S, M und L dabei, um sie an euer Ohr anpassen zu können. Ein Ladekabel ist auch dabei, aber natürlich kein Netzteil. Die Verbindung wird, wie man es nicht oft erlebt, durch das reine Öffnen des Ladecase hergestellt. Bluetooth ist sofort aktiv und der Google Assistant zeigt es auf dem Handydisplay an.Mit dem Ladecase kann man die Earbuds mehrere male nachladen, bevor das Case ebenfalls wieder geladen werden muss. Man hat so bis zu 48 Stunden Spielzeit, ohne Strom zu benötigen (12 Stunden Kopfhörer, 36 Stunden Ladecase.)Die Kopfhörer sind per Touch steuerbar und das klappt problemlos. So spart man sich oftmals den Griff zum Handy. Installiert man sich die App, kann man die einzelnen Befehle auch den eigenen Bedürfnissen anpassen und den Equalizer benutzen. Zudem sieht man dort den Akkustand und kann Updates durchführen.Durch IPX54 sind sie gegen Strahlwasser (Düse) aus beliebigem Winkel geschützt und gegen das eindringen von Staub. Insgesamt sind sie wirklich too verarbeitet und die App sehr nützlich.Klang:Mit 6 mm sind sie Treiber denkbar klein. Ich habe bisher noch nicht oft erlebt, dass da viel Klang heraus kommt. Ich war also extrem gespannt. Man kann die Kopfhörer so laut aufdrehen, dass einem die Ohren weh tun. Hier sollte man also vernünftig sein und die Leistung nicht ständig abrufen, um das Gehör nicht zu schädigen. In der App kann man übrigens einen Gehörschutz einstellen. Bei JBL ist es üblich, den Bass hervorzuheben, weil die Kunden genau das erwarte. Das ist hier auch der Fall, allerdings nicht übertrieben und absolut nicht, um schlechten Klang zu kompensieren. Das kann man aber mit dem Equalizer ändern und den eigenen Bedürfnissen anpassen. Die Presets sind schon richtig gut, aber man kann auch selbst experimentieren.Man sollte hier natürlich keine Wunder erwarten, aber die Mitten und Höhen werden doch recht präzise wiedergegeben. Der Bass klingt angenehm und kräftig, dabei ist er trotzdem sehr klar und tut absolut nicht in den Ohren weh. Podcasts hören sich richtig gut an, sonst hat man da oft Probleme mit störenden Zischlauten. Insgesamt wirklich beeindruckend für nur 6mm kleine Treiber!Die Noise-Canceling Funktion ist auch eines der besseren auf dem Markt. Hört man sehr laute Musik, dann bringt das ganze natürlich nicht allzu viel. Hört man aber in normaler Lautstärke, kann man problemos mit jemandem reden und diese Person klar und deutlich verstehen. Das telefonieren klappt übrigens auch super, die 4 Mikrofone verrichten ihre Arbeit perfekt.Mein Fazit:Die Kopfhörer sind absolut top verarbeitet, bieten eine tolle Haptik und einen wirklich guten Klang für den Preis. Ich würde sie als richtig, richtig gute Alltags-Kopfhörer bezeichnen und mit dem Equalizer kann man sogar noch einiges an Klang heraus holen. Wer Ansprüche an den Klang stellt, aber Kompromisse eingehen kann, wird hier auf jeden Fall zufrieden sein. Wer wirklich Audiophil ist, sollte natürlich lieber etwas tiefer in die Tasche greifen. Aber das sollte jedem klar sein, der sich ein bisschen auskennt. In dieser Preisrange haben sie mich tatsächlich mehr als überzeugt. Daher gibt es von mir verdiente 5 Sterne.",Reviewed in Germany 🇩🇪 on 1 June 2023,NULL,5.0 out of 5 stars,electronics
105,"Auriculares de la marca JBL , que se trata de una marca especializada en sonido y que ofrece grandes productos aunque no suelen ser de bajo coste , pero sí mucha calidad .Se trata del modelo Tune Beam in-ear , osea que son de introducir en el oído , pero que vienen con el palito .Según se abre la caja y se ven , se denota calidad , el embalaje , el gusto , hasta en el color anaranjado del cable , que lo hace inconfundible a la hora de ponerlos a cargar.Como es habitual en todos los auriculares , estos incluyen 3 pares de gomitas para que ajusten a tus oídos de la mejor forma posible .Éstos auriculares traen cancelación de ruido , así como modos diferentes de poder usarlos como son el modo Ambient Aware para sintonizar con lo que te rodea y el modo TalkThru para poder combinarlos tus conversaciones .Decir que con la app que los controla se puede llegar a mejorar el sonido y ponerlo como mejor nos gusta a cada uno , ya que es bastante completa .La calidad de sonido que transmite en las llamadas es muy buena gracias a que incorpora 4 microfonos .Se manejan con control táctil , osea que no son de botón y aunque yo prefiero el boton , funciona bien , además tienen detección de posicion y están protegidos con IPX4 , para poder usarlos bajo la lluvia , haciendo deporte , etc .Y por último la autonomía , que se va a las 6 horas de continuo teniendo activa la cancelación de ruido y 18 horas extras si usamos la caja de carga , 8 horas y 32h si no usamos esta opción de la cancelación de ruido .Rondan los 100 € pero en ofertas se pueden llegar a conserguir por 70 € .Para mí cumplen en todos los sentidos y les doy mis 5 estrellas .",Reviewed in Spain 🇪🇸 on 10 June 2023,NULL,5.0 out of 5 stars,electronics
106,"Ces écouteurs intra auriculaires tiennent très bien dans mes oreilles. Ils sont fournis avec 3 tailles d'embouts S, M(équipés et que j'ai gardé) et L. Ils n'ont pas irrité mes oreilles contrairement à d'autres marques (très connues). Le guide de démarrage rapide est écrit en anglais (d'autres langues sont disponibles à la fin mais pour des descriptions brèves) et le QR code pour télécharger l'application n'a pas marché pour moi Je l'ai téléchargé directement du Play Store sur mon S21 Ultra. Si cette application n'est obligatoire pour les utiliser, elle est fortement recommandée car elle offre des possibilités très larges pour paramétrer les écouteurs: niveau de réduction de bruit, l'égaliseur de son, les gestes de contrôle pour chacun des écouteurs, économiseur de batterie et bien d'autres.Le paramètre qinue j'ai le plus aimé c'est la façon avec laquelle je prends ou termine les appels. Fini les erreurs quand j'ajustais les écouteurs dans mes oreilles et que ça terminait l'appel. Maintenant c'est en tapant 2 fois! Simple mais ça sauve la vie.En ce qui concerne la qualité du son, en musique il n'y a rien à dire, ils sont parfaits peu importe le type de musique (surtout rock et classique que j'apprécie).Les voix sont très claires lors des appels.Le seul regret est que ça soit pas compatible avec alexa (ils le sont avec Google et Bixby) EDIT: après une mise à jour software, Alexa est maintenant disponible",Reviewed in France 🇫🇷 on 13 June 2023,NULL,5.0 out of 5 stars,electronics
